id,user_id,name,description,stages,lines_snapshot,created_at
7a55fee9-43d6-4282-ba45-273ef56767db,e5ac92cb-a860-4809-b9f8-3207bc7d5b18,Șablon Modificat - 21.03.2026,,"[""Fundație"", ""Structură"", ""Zidărie"", ""Acoperiș"", ""Instalații"", ""Finisaje""]",[],2026-03-21 10:48:30.751937+00
8e1aa4fa-e646-43cb-80b6-449e0a206cd2,e5ac92cb-a860-4809-b9f8-3207bc7d5b18,Șablon Modificat - 3/21/2026,,"[""Fundație"", ""Structură"", ""Zidărie"", ""Acoperiș"", ""Instalații"", ""Finisaje""]",[],2026-03-21 19:37:53.635614+00
